관광지명,group_1,group_1_tag,group_2,group_2_tag,group_3,group_3_tag,group_4,group_4_tag,group_5,group_5_tag,Group,group1,group2,group3,group4,group5
라임오렌지빌,3.0,"['동반', '바비큐', '가족']",1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],3.0,1,0,0,0,0
라임오렌지카페앤플라워,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
라트반,1.0,['동반'],1.0,['동반'],8.0,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,['동반'],3.0,"['식당', '카페', '동반']",8.0,0,0,1,0,0
러블리독스,1.0,['동반'],3.0,"['관광지', '관광', '동반']",5.0,"['카페', '관광지', '식당', '관광', '동반']",4.0,"['관광', '관광지', '애견', '동반']",4.0,"['관광', '식당', '카페', '동반']",5.0,0,0,1,0,0
레더한,1.0,['커플'],2.0,"['커플', '관광']",1.0,['관광'],3.0,"['체험', '관광', '커플']",1.0,['관광'],3.0,0,0,0,1,0
레이저서바이벌M,1.0,['친구'],5.0,"['친구', '관광지', '관광', '무장애', '사계절']",4.0,"['관광지', '관광', '무장애', '사계절']",6.0,"['체험', '레저', '관광', '친구', '관광지', '무장애']",1.0,['관광'],6.0,0,0,0,1,0
레이지펌프,1.0,['동반'],1.0,['동반'],8.0,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,['동반'],3.0,"['식당', '카페', '동반']",8.0,0,0,1,0,0
레프트핸더 게스트하우스,3.0,"['동반', '와이파이존', '보호']",1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],3.0,1,0,0,0,0
렛츠런파크,1.0,['맑음'],2.0,"['맑음', '어린이']",2.0,"['테마', '어린이']",5.0,"['체험', '레저', '어린이', '맑음', '승마']",1.0,['맑음'],5.0,0,0,0,1,0
렛츠런팜 양귀비꽃,2.0,"['맑음', '봄']",2.0,"['맑음', '어린이']",2.0,"['테마', '어린이']",2.0,"['어린이', '맑음']",1.0,['맑음'],2.0,1,1,1,1,0
로로 요가,2.0,"['친구', '맑음']",4.0,"['맑음', '휴식', '친구', '힐링']",0.0,,2.0,"['맑음', '친구']",1.0,['맑음'],4.0,0,1,0,0,0
로빙화,1.0,['동반'],3.0,"['관광', '무장애', '동반']",10.0,"['카페', '라떼', '식당', '관광', '동반', '음식', '무장애', '아메리카노', '카페라떼', '바닐라']",3.0,"['관광', '동반', '무장애']",4.0,"['관광', '식당', '카페', '동반']",10.0,0,0,1,0,0
루나폴,1.0,['맑음'],2.0,"['맑음', '관광']",3.0,"['관광', '테마', '문화']",2.0,"['관광', '맑음']",4.0,"['문화', '관광', '맑음', '화관']",4.0,0,0,0,0,1
루씨쏜 아뜰리에,3.0,"['러닝', '홀리데이인', '가을']",1.0,['관광'],2.0,"['관광', '문화']",2.0,"['체험', '관광']",2.0,"['문화', '관광']",3.0,1,0,0,0,0
르카페하도,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
리빙스톤펜션,4.0,"['동반', '바비큐', '단체', '가족']",1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],4.0,1,0,0,0,0
리치망고,1.0,['동반'],3.0,"['관광', '무장애', '동반']",7.0,"['카페', '라떼', '식당', '관광', '동반', '음식', '무장애']",3.0,"['관광', '동반', '무장애']",4.0,"['관광', '식당', '카페', '동반']",7.0,0,0,1,0,0
리틀화이트,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
마녀의언덕 펜션,3.0,"['동반', '바비큐', '단체']",1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],3.0,1,0,0,0,0
마노르블랑,1.0,['동반'],1.0,['동반'],8.0,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,['동반'],3.0,"['식당', '카페', '동반']",8.0,0,0,1,0,0
마라도 섬투어,3.0,"['도보', '자연', '경관']",4.0,"['경관', '포토', '자연', '스팟']",1.0,['겨울'],1.0,['체험'],2.0,"['경관', '자연']",4.0,0,1,0,0,0
마라도(마라해양도립공원),4.0,"['자연', '경관', '맑음', '가을']",9.0,"['경관', '자연', '맑음', '휴식', '힐링', '부모', '어린이', '관광지', '관광']",3.0,"['관광지', '관광', '어린이']",4.0,"['관광', '어린이', '맑음', '관광지']",4.0,"['관광', '경관', '맑음', '자연']",9.0,0,1,0,0,0
마라도등대,1.0,['경관'],3.0,"['경관', '포토', '스팟']",0.0,,0.0,,1.0,['경관'],3.0,0,1,0,0,0
마라도성당,1.0,['가을'],3.0,"['휴식', '힐링', '부모']",1.0,['실내'],0.0,,0.0,,3.0,0,1,0,0,0
마레카펜션,4.0,"['동반', '바비큐', '보호', '단체']",1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],4.0,1,0,0,0,0
마방목지,4.0,"['자연', '경관', '맑음', '봄']",8.0,"['경관', '포토', '자연', '맑음', '스팟', '어린이', '관광', '무장애']",4.0,"['관광', '무장애', '문화', '어린이']",4.0,"['관광', '어린이', '맑음', '무장애']",8.0,"['문화', '유적지', '관광', '역사', '유적', '경관', '맑음', '자연']",8.0,0,1,0,0,1
마복이오름,6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
마오름(한경),6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
마원,3.0,"['친구', '맑음', '커플']",5.0,"['커플', '맑음', '친구', '부모', '어린이']",1.0,['어린이'],6.0,"['체험', '레저', '어린이', '맑음', '커플', '친구']",1.0,['맑음'],6.0,0,0,0,1,0
마음에온,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],5.0,"['식당', '카페', '동반', '치즈', '제주시']",5.0,0,0,0,0,1
마이애미함독카페,1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,"['애견', '동반']",1.0,['동반'],2.0,0,0,0,1,0
마흐니 숲길,6.0,"['도보', '자연', '경관', '친구', '맑음', '커플']",11.0,"['경관', '커플', '자연', '맑음', '휴식', '친구', '힐링', '부모', '관광지', '관광', '치유']",2.0,"['관광지', '관광']",6.0,"['체험', '관광', '맑음', '커플', '친구', '관광지']",4.0,"['관광', '경관', '맑음', '자연']",11.0,0,1,0,0,0
막숙,3.0,"['자연', '경관', '맑음']",6.0,"['경관', '자연', '맑음', '휴식', '힐링', '여름']",0.0,,3.0,"['맑음', '물놀이', '여름']",3.0,"['경관', '맑음', '자연']",6.0,0,1,0,0,0
만벵듸 공동장지,2.0,"['자연', '경관']",3.0,"['경관', '자연', '관광']",2.0,"['관광', '문화']",1.0,['관광'],8.0,"['문화', '유적지', '관광', '역사', '유적', '경관', '자연', '화관']",8.0,0,0,0,0,1
만복흑돼지,1.0,['동반'],1.0,['동반'],5.0,"['카페', '식당', '동반', '음식', '안전']",1.0,['동반'],3.0,"['식당', '카페', '동반']",5.0,0,0,1,0,0
만장굴,2.0,"['자연', '경관']",6.0,"['경관', '포토', '자연', '스팟', '어린이', '여름']",1.0,['어린이'],2.0,"['어린이', '여름']",2.0,"['경관', '자연']",6.0,0,1,0,0,0
말이,1.0,['동반'],1.0,['동반'],4.0,"['카페', '식당', '동반', '음식']",1.0,['동반'],4.0,"['식당', '카페', '동반', '치즈']",4.0,0,0,1,0,1
맛있는 철학자(태반의땅제주),1.0,['친구'],4.0,"['친구', '어린이', '관광', '사계절']",3.0,"['관광', '사계절', '어린이']",4.0,"['체험', '관광', '어린이', '친구']",1.0,['관광'],4.0,0,1,0,1,0
망장포,4.0,"['자연', '경관', '친구', '커플']",4.0,"['경관', '커플', '자연', '친구']",0.0,,2.0,"['커플', '친구']",3.0,"['포구', '경관', '자연']",4.0,1,1,0,0,0
매오름,7.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",8.0,"['경관', '커플', '자연', '맑음', '휴식', '친구', '관광', '치유']",1.0,['관광'],5.0,"['체험', '관광', '맑음', '커플', '친구']",4.0,"['관광', '경관', '맑음', '자연']",8.0,0,1,0,0,0
맬튼개 갯담,2.0,"['친구', '커플']",7.0,"['커플', '휴식', '친구', '힐링', '부모', '어린이', '해변']",1.0,['어린이'],4.0,"['어린이', '커플', '친구', '해변']",1.0,['해변'],7.0,0,1,0,0,0
머체왓숲길,6.0,"['도보', '걷기', '자연', '경관', '커플', '봄']",6.0,"['경관', '커플', '자연', '관광', '무장애', '치유']",2.0,"['관광', '무장애']",3.0,"['관광', '커플', '무장애']",3.0,"['관광', '경관', '자연']",6.0,1,1,0,0,0
멍더랜드,1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,"['애견', '동반']",1.0,['동반'],2.0,0,0,0,1,0
멍멍플레이스,1.0,['동반'],3.0,"['관광지', '관광', '동반']",5.0,"['카페', '관광지', '관광', '동반', '음식']",3.0,"['관광', '관광지', '동반']",3.0,"['관광', '카페', '동반']",5.0,0,0,1,0,0
메리앤폴,1.0,['동반'],1.0,['동반'],8.0,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,['동반'],3.0,"['식당', '카페', '동반']",8.0,0,0,1,0,0
메이즈랜드,2.0,"['경관', '동반']",9.0,"['경관', '포토', '스팟', '부모', '어린이', '관광지', '관광', '무장애', '동반']",9.0,"['실내', '관광지', '관광', '동반', '박물관', '무장애', '테마', '미술', '어린이']",5.0,"['관광', '어린이', '관광지', '동반', '무장애']",3.0,"['관광', '경관', '동반']",9.0,0,1,1,0,0
명리동식당구좌직영점,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
명상가의집,2.0,"['동반', '와이파이존']",1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,1,0,0,0,0
명월국민학교,1.0,['동반'],1.0,['동반'],8.0,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,['동반'],4.0,"['식당', '카페', '동반', '치즈']",8.0,0,0,1,0,0
명월팽나무군락,2.0,"['자연', '경관']",5.0,"['경관', '포토', '자연', '스팟', '여름']",1.0,['문화'],1.0,['여름'],6.0,"['문화', '유적지', '역사', '유적', '경관', '자연']",6.0,0,0,0,0,1
모구리오름,6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
모라이,5.0,"['걷기', '자연', '등산', '경관', '오름']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",5.0,1,0,0,0,0
모몽더티하우스,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
모비딕다이브,1.0,['맑음'],3.0,"['맑음', '해변', '관광']",1.0,['관광'],4.0,"['체험', '관광', '맑음', '해변']",3.0,"['관광', '해변', '맑음']",4.0,0,0,0,1,0
모슬봉 (모슬개오름),7.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",7.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",1.0,['어린이'],4.0,"['어린이', '맑음', '커플', '친구']",3.0,"['경관', '맑음', '자연']",7.0,1,1,0,0,0
모슬포항,3.0,"['친구', '맑음', '커플']",4.0,"['커플', '맑음', '친구', '해변']",0.0,,4.0,"['맑음', '커플', '친구', '해변']",2.0,"['해변', '맑음']",4.0,0,1,0,1,0
모지오름,6.0,"['도보', '자연', '경관', '오름', '친구', '맑음']",9.0,"['경관', '포토', '자연', '맑음', '스팟', '휴식', '친구', '힐링', '사계절']",1.0,['사계절'],4.0,"['체험', '레저', '맑음', '친구']",3.0,"['경관', '맑음', '자연']",9.0,0,1,0,0,0
모진이몽돌해변,3.0,"['자연', '경관', '맑음']",7.0,"['경관', '포토', '자연', '맑음', '스팟', '해변', '여름']",0.0,,3.0,"['맑음', '해변', '여름']",4.0,"['해변', '경관', '맑음', '자연']",7.0,0,1,0,0,0
목장카페 드르쿰다,3.0,"['자연', '경관', '동반']",6.0,"['경관', '자연', '어린이', '관광지', '관광', '동반']",6.0,"['실내', '관광지', '관광', '동반', '테마', '어린이']",5.0,"['체험', '관광', '어린이', '관광지', '동반']",4.0,"['관광', '경관', '자연', '동반']",6.0,0,1,1,0,0
몽story,1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,"['애견', '동반']",1.0,['동반'],2.0,0,0,0,1,0
몽몽까까,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
묘산봉 (괴살메),6.0,"['자연', '경관', '오름', '친구', '맑음', '커플']",5.0,"['경관', '커플', '자연', '맑음', '친구']",0.0,,3.0,"['맑음', '커플', '친구']",3.0,"['경관', '맑음', '자연']",6.0,1,0,0,0,0
무거버거,1.0,['동반'],1.0,['동반'],7.0,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼']",1.0,['동반'],3.0,"['식당', '카페', '동반']",7.0,0,0,1,0,0
무등이왓터,1.0,['맑음'],1.0,['맑음'],1.0,['문화'],1.0,['맑음'],5.0,"['문화', '유적지', '역사', '유적', '맑음']",5.0,0,0,0,0,1
무릉곶자왈,6.0,"['도보', '걷기', '자연', '등산', '경관', '가을']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
무릉도원마을,2.0,"['친구', '커플']",5.0,"['커플', '친구', '부모', '어린이', '관광']",2.0,"['관광', '어린이']",7.0,"['체험', '관광', '마을', '어린이', '커플', '친구', '산책']",1.0,['관광'],7.0,0,0,0,1,0
무릉자전거도로(환상자전거길 3구간),2.0,"['자연', '경관']",2.0,"['경관', '자연']",0.0,,2.0,"['체험', '마을']",3.0,"['경관', '자연', '도로']",3.0,0,0,0,0,1
무수천,2.0,"['자연', '경관']",5.0,"['경관', '자연', '휴식', '힐링', '여름']",0.0,,2.0,"['물놀이', '여름']",2.0,"['경관', '자연']",5.0,0,1,0,0,0
묵리마을,2.0,"['친구', '커플']",5.0,"['커플', '휴식', '친구', '힐링', '관광']",1.0,['관광'],5.0,"['관광', '마을', '커플', '친구', '산책']",1.0,['관광'],5.0,0,1,0,1,0
문도지오름 (문돗지),6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
문석이오름 [출입제한 - 자연휴식년제 적용 중],7.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",6.0,"['경관', '커플', '자연', '맑음', '친구', '부모']",0.0,,3.0,"['맑음', '커플', '친구']",3.0,"['경관', '맑음', '자연']",7.0,1,0,0,0,0
문섬(서귀포해양도립공원),5.0,"['자연', '경관', '친구', '맑음', '커플']",12.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구', '부모', '어린이', '해변', '관광지', '관광']",3.0,"['관광지', '관광', '어린이']",7.0,"['관광', '어린이', '맑음', '커플', '친구', '관광지', '해변']",5.0,"['관광', '해변', '경관', '맑음', '자연']",12.0,0,1,0,0,0
문쏘,1.0,['동반'],1.0,['동반'],4.0,"['카페', '식당', '동반', '음식']",1.0,['동반'],3.0,"['식당', '카페', '동반']",4.0,0,0,1,0,0
문화예술마을 저지리 농어촌체험마을,2.0,"['친구', '커플']",4.0,"['커플', '친구', '관광', '사계절']",2.0,"['관광', '사계절']",6.0,"['체험', '관광', '마을', '커플', '친구', '산책']",1.0,['관광'],6.0,0,0,0,1,0
"물메(물미, 수산봉)",6.0,"['자연', '경관', '오름', '친구', '커플', '가을']",8.0,"['경관', '포토', '커플', '자연', '스팟', '휴식', '친구', '힐링']",0.0,,2.0,"['커플', '친구']",2.0,"['경관', '자연']",8.0,0,1,0,0,0
물뫼힐링팜,4.0,"['자연', '경관', '러닝', '홀리데이인']",3.0,"['경관', '자연', '관광']",1.0,['관광'],3.0,"['체험', '관광', '마을']",3.0,"['관광', '경관', '자연']",4.0,1,0,0,0,0
물영아리오름,6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",3.0,"['경관', '자연', '여름']",0.0,,1.0,['여름'],2.0,"['경관', '자연']",6.0,1,0,0,0,0
물찻오름 [출입제한 - 자연휴식년제 적용 중],6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",3.0,"['경관', '자연', '여름']",0.0,,1.0,['여름'],2.0,"['경관', '자연']",6.0,1,0,0,0,0
미스틱3도,1.0,['동반'],1.0,['동반'],7.0,"['카페', '라떼', '식당', '동반', '음식', '카페라떼', '바닐라']",2.0,"['체험', '동반']",3.0,"['식당', '카페', '동반']",7.0,0,0,1,0,0
"미악산 (턥오름, 쌀오름, 솔오름)",7.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",7.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",1.0,['어린이'],4.0,"['어린이', '맑음', '커플', '친구']",3.0,"['경관', '맑음', '자연']",7.0,1,1,0,0,0
"미야즈클로젯 (해녀복 대여, 해녀 스냅사진 촬영)",3.0,"['경관', '친구', '커플']",7.0,"['경관', '포토', '커플', '스팟', '친구', '관광', '무장애']",2.0,"['관광', '무장애']",5.0,"['체험', '관광', '커플', '친구', '무장애']",2.0,"['관광', '경관']",7.0,0,1,0,0,0
미요캔들,2.0,"['친구', '커플']",3.0,"['커플', '친구', '관광']",1.0,['관광'],4.0,"['체험', '관광', '커플', '친구']",1.0,['관광'],4.0,0,0,0,1,0
미천굴,4.0,"['자연', '경관', '맑음', '커플']",10.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '어린이', '여름', '관광', '무장애']",3.0,"['관광', '무장애', '어린이']",6.0,"['관광', '어린이', '맑음', '커플', '여름', '무장애']",4.0,"['관광', '경관', '맑음', '자연']",10.0,0,1,0,0,0
민속해안로,3.0,"['걷기', '등산', '맑음']",2.0,"['맑음', '해변']",0.0,,2.0,"['맑음', '해변']",2.0,"['해변', '맑음']",3.0,1,0,0,0,0
민오름(구좌읍),6.0,"['도보', '자연', '경관', '오름', '친구', '커플']",6.0,"['경관', '커플', '자연', '친구', '부모', '어린이']",1.0,['어린이'],3.0,"['어린이', '커플', '친구']",2.0,"['경관', '자연']",6.0,1,1,0,0,0
민오름(봉개동),6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
민오름(오라동),7.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",5.0,"['경관', '커플', '자연', '맑음', '친구']",0.0,,3.0,"['맑음', '커플', '친구']",3.0,"['경관', '맑음', '자연']",7.0,1,0,0,0,0
민오름(조천읍),5.0,"['도보', '자연', '경관', '오름', '커플']",9.0,"['경관', '포토', '커플', '자연', '스팟', '휴식', '힐링', '부모', '치유']",0.0,,3.0,"['체험', '레저', '커플']",2.0,"['경관', '자연']",9.0,0,1,0,0,0
바늘오름,6.0,"['도보', '자연', '경관', '오름', '친구', '커플']",12.0,"['경관', '포토', '커플', '자연', '스팟', '휴식', '친구', '힐링', '부모', '관광', '사계절', '치유']",2.0,"['관광', '사계절']",5.0,"['체험', '레저', '관광', '커플', '친구']",3.0,"['관광', '경관', '자연']",12.0,0,1,0,0,0
바다를본돼지(판포점),1.0,['동반'],1.0,['동반'],4.0,"['카페', '식당', '동반', '음식']",1.0,['동반'],3.0,"['식당', '카페', '동반']",4.0,0,0,1,0,0
바다스케치,6.0,"['동반', '바비큐', '와이파이존', '보호', '단체', '가족']",1.0,['동반'],1.0,['동반'],3.0,"['레저', '수상', '동반']",1.0,['동반'],6.0,1,0,0,0,0
바람모루,4.0,"['걷기', '자연', '등산', '경관']",4.0,"['경관', '자연', '부모', '어린이']",1.0,['어린이'],1.0,['어린이'],2.0,"['경관', '자연']",4.0,1,1,0,0,0
바산올레 애견동반 펜션,8.0,"['자연', '경관', '동반', '바비큐', '와이파이존', '보호', '단체', '가족']",4.0,"['경관', '자연', '해변', '동반']",1.0,['동반'],5.0,"['체험', '레저', '수상', '해변', '동반']",4.0,"['해변', '경관', '자연', '동반']",8.0,1,0,0,0,0
바우하우스,5.0,"['동반', '바비큐', '와이파이존', '보호', '가족']",2.0,"['해변', '동반']",1.0,['동반'],4.0,"['레저', '수상', '해변', '동반']",2.0,"['해변', '동반']",5.0,1,0,0,0,0
박수기정,2.0,"['자연', '경관']",5.0,"['경관', '포토', '자연', '스팟', '해변']",0.0,,1.0,['해변'],3.0,"['해변', '경관', '자연']",5.0,0,1,0,0,0
발이오름,6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
발자국화석공원,2.0,"['경관', '커플']",5.0,"['경관', '포토', '커플', '부모', '사계절']",2.0,"['문화', '사계절']",1.0,['커플'],4.0,"['문화', '유적지', '유적', '경관']",5.0,0,1,0,0,0
밧돌오름,7.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",7.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",1.0,['어린이'],4.0,"['어린이', '맑음', '커플', '친구']",3.0,"['경관', '맑음', '자연']",7.0,1,1,0,0,0
방림원,3.0,"['자연', '경관', '동반']",8.0,"['경관', '자연', '휴식', '힐링', '관광지', '관광', '무장애', '동반']",6.0,"['관광지', '관광', '동반', '무장애', '테마', '안전']",4.0,"['관광', '관광지', '동반', '무장애']",4.0,"['관광', '경관', '자연', '동반']",8.0,0,1,0,0,0
방선문,3.0,"['자연', '경관', '봄']",4.0,"['경관', '자연', '휴식', '힐링']",0.0,,1.0,['물놀이'],2.0,"['경관', '자연']",4.0,0,1,0,0,0
방일리공원,2.0,"['자연', '경관']",4.0,"['경관', '자연', '휴식', '힐링']",0.0,,0.0,,2.0,"['경관', '자연']",4.0,0,1,0,0,0
방주교회,3.0,"['친구', '맑음', '커플']",8.0,"['커플', '맑음', '친구', '부모', '어린이', '관광', '무장애', '사계절']",5.0,"['관광', '무장애', '문화', '사계절', '어린이']",6.0,"['관광', '어린이', '맑음', '커플', '친구', '무장애']",4.0,"['문화', '관광', '맑음', '화관']",8.0,0,1,0,0,0
배롱정원,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
백록담,6.0,"['자연', '등산', '경관', '친구', '맑음', '커플']",8.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구', '사계절']",1.0,['사계절'],3.0,"['맑음', '커플', '친구']",3.0,"['경관', '맑음', '자연']",8.0,0,1,0,0,0
백수당,1.0,['동반'],1.0,['동반'],7.0,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼']",1.0,['동반'],3.0,"['식당', '카페', '동반']",7.0,0,0,1,0,0
백약이오름,8.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구', '커플']",4.0,"['경관', '커플', '자연', '친구']",1.0,['겨울'],2.0,"['커플', '친구']",2.0,"['경관', '자연']",8.0,1,0,0,0,0
백제사,1.0,['맑음'],3.0,"['맑음', '관광', '사계절']",4.0,"['실내', '관광', '문화', '사계절']",2.0,"['관광', '맑음']",7.0,"['문화', '유적지', '관광', '역사', '유적', '맑음', '화관']",7.0,0,0,0,0,1
백제사 템플스테이,1.0,['커플'],5.0,"['커플', '휴식', '힐링', '관광', '사계절']",4.0,"['실내', '관광', '문화', '사계절']",3.0,"['체험', '관광', '커플']",3.0,"['문화', '관광', '화관']",5.0,0,1,0,0,0
백조일손지묘(백조일손지지),2.0,"['자연', '경관']",3.0,"['경관', '자연', '관광']",2.0,"['관광', '문화']",1.0,['관광'],8.0,"['문화', '유적지', '관광', '역사', '유적', '경관', '자연', '화관']",8.0,0,0,0,0,1
범섬,3.0,"['자연', '경관', '맑음']",8.0,"['경관', '포토', '자연', '맑음', '스팟', '휴식', '힐링', '치유']",0.0,,1.0,['맑음'],3.0,"['경관', '맑음', '자연']",8.0,0,1,0,0,0
법화사지,2.0,"['경관', '커플']",9.0,"['경관', '포토', '커플', '스팟', '휴식', '힐링', '부모', '어린이', '치유']",2.0,"['문화', '어린이']",2.0,"['어린이', '커플']",5.0,"['문화', '유적지', '역사', '유적', '경관']",9.0,0,1,0,0,0
법환포구,2.0,"['자연', '경관']",3.0,"['경관', '자연', '해변']",1.0,['문화'],1.0,['해변'],8.0,"['문화', '유적지', '역사', '유적', '포구', '해변', '경관', '자연']",8.0,0,0,0,0,1
벙커하우스,1.0,['동반'],1.0,['동반'],8.0,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,['동반'],3.0,"['식당', '카페', '동반']",8.0,0,0,1,0,0
베릿네오름,6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
베콩스,1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,"['애견', '동반']",1.0,['동반'],2.0,0,0,0,1,0
별내린전망대,5.0,"['경관', '친구', '맑음', '커플', '봄']",8.0,"['경관', '포토', '커플', '맑음', '스팟', '친구', '부모', '어린이']",1.0,['어린이'],4.0,"['어린이', '맑음', '커플', '친구']",2.0,"['경관', '맑음']",8.0,0,1,0,0,0
별도봉,6.0,"['걷기', '자연', '등산', '경관', '오름', '봄']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
별도연대,1.0,['맑음'],2.0,"['맑음', '관광']",2.0,"['관광', '문화']",2.0,"['관광', '맑음']",7.0,"['문화', '유적지', '관광', '역사', '유적', '맑음', '화관']",7.0,0,0,0,0,1
별도포구,2.0,"['자연', '경관']",3.0,"['경관', '자연', '해변']",1.0,['문화'],1.0,['해변'],8.0,"['문화', '유적지', '역사', '유적', '포구', '해변', '경관', '자연']",8.0,0,0,0,0,1
별방진,4.0,"['자연', '경관', '맑음', '봄']",4.0,"['경관', '자연', '맑음', '관광']",2.0,"['관광', '문화']",2.0,"['관광', '맑음']",9.0,"['문화', '유적지', '관광', '역사', '유적', '경관', '맑음', '자연', '화관']",9.0,0,0,0,0,1
병악현무암지대,3.0,"['걷기', '자연', '경관']",3.0,"['경관', '자연', '해변']",0.0,,1.0,['해변'],3.0,"['해변', '경관', '자연']",3.0,1,1,0,0,1
보롬왓,8.0,"['자연', '경관', '친구', '동반', '맑음', '커플', '봄', '가을']",13.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '휴식', '친구', '힐링', '관광지', '여름', '관광', '동반']",3.0,"['관광지', '관광', '동반']",7.0,"['관광', '맑음', '커플', '친구', '관광지', '여름', '동반']",5.0,"['관광', '경관', '맑음', '자연', '동반']",13.0,0,1,0,0,0
"보롬이(하논, 화구구)",6.0,"['자연', '경관', '오름', '친구', '맑음', '커플']",5.0,"['경관', '커플', '자연', '맑음', '친구']",0.0,,3.0,"['맑음', '커플', '친구']",3.0,"['경관', '맑음', '자연']",6.0,1,0,0,0,0
