관광지명,Group3,Group3_tag,group3_1,group3_1_tag,group3_2,group3_2_tag
니모메빈티지라운지,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
다니쉬,1,"['카페', '라떼', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식', '라떼']",0.0,
달이뜨는식탁,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
달중이네펫호텔,1,['동반'],0.0,,0.0,
당포로나인돈카츠,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
대정현역사자료전시관,1,"['실내', '관광지', '관광', '문화', '어린이']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '문화', '어린이']"
더 플래닛(THE PLANET),1,"['실내', '관광지', '관광', '무장애', '문화', '어린이', '안전']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '문화', '어린이']"
더리트리브,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
더칠린,1,['동반'],0.0,,0.0,
더펫츠,1,"['카페', '관광지', '식당', '관광', '동반']",1.0,"['카페', '식당', '관광', '관광지']",0.0,"['관광', '관광지']"
도을,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
돈블링65,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
돈파스타정원,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
돌담넘는고양이,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
동명정류장,1,"['카페', '라떼', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식', '라떼']",0.0,
돼지굽는정원,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
뒹굴개,1,"['카페', '동반']",1.0,['카페'],0.0,
디어마이프렌즈,1,['동반'],0.0,,0.0,
라이프동물병원,1,['동반'],0.0,,0.0,
라임오렌지카페앤플라워,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
라트반,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
러블리독스,1,"['카페', '관광지', '식당', '관광', '동반']",1.0,"['카페', '식당', '관광', '관광지']",0.0,"['관광', '관광지']"
레이지펌프,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
렛츠런팜 양귀비꽃,1,"['테마', '어린이']",0.0,,1.0,"['테마', '어린이']"
로빙화,1,"['카페', '라떼', '식당', '관광', '동반', '음식', '무장애', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라', '관광']",0.0,"['관광', '무장애']"
르카페하도,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
리치망고,1,"['카페', '라떼', '식당', '관광', '동반', '음식', '무장애']",1.0,"['카페', '식당', '음식', '라떼', '관광']",0.0,"['관광', '무장애']"
리틀화이트,1,['동반'],0.0,,0.0,
마노르블랑,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
만복흑돼지,1,"['카페', '식당', '동반', '음식', '안전']",1.0,"['카페', '식당', '음식']",0.0,
말이,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
멍멍플레이스,1,"['카페', '관광지', '관광', '동반', '음식']",1.0,"['카페', '음식', '관광', '관광지']",0.0,"['관광', '관광지']"
메리앤폴,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
메이즈랜드,1,"['실내', '관광지', '관광', '동반', '박물관', '무장애', '테마', '미술', '어린이']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '무장애', '테마', '박물관', '미술', '어린이']"
명리동식당구좌직영점,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
명월국민학교,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
모몽더티하우스,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
목장카페 드르쿰다,1,"['실내', '관광지', '관광', '동반', '테마', '어린이']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '테마', '어린이']"
몽몽까까,1,['동반'],0.0,,0.0,
무거버거,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼']",0.0,
문쏘,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
미스틱3도,1,"['카페', '라떼', '식당', '동반', '음식', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '카페라떼', '바닐라']",0.0,
바다를본돼지(판포점),1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
배롱정원,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
백수당,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼']",0.0,
벙커하우스,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
본카페,1,"['카페', '라떼', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식', '라떼']",0.0,
본태박물관,1,"['실내', '관광지', '관광', '박물관', '무장애', '미술', '문화', '겨울']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '무장애', '문화', '박물관', '미술']"
볼스카페,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
봉구의간식,1,['동반'],0.0,,0.0,
봉구의간식제주롯데마트점,1,['동반'],0.0,,0.0,
뵤뵤,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
블랙이쉬레드,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
블루메베이글,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
블리스풀,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
비만고양이,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
비블리아성서식물원,1,"['실내', '관광지', '관광', '테마']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '테마']"
비체올린,1,"['관광지', '관광', '동반', '무장애', '테마', '안전']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '무장애', '테마']"
뽀로로&타요 테마파크 제주,1,"['실내', '관광지', '관광', '테마', '어린이']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '테마', '어린이']"
산지천갤러리,1,"['실내', '관광지', '관광', '박물관', '미술', '사계절']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '박물관', '미술', '사계절']"
삼화훈동물병원,1,['동반'],0.0,,0.0,
새물국수,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
서귀포돈사촌,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
서귀포흑돈,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
서프라이즈테마파크,1,"['관광지', '관광', '동반', '박물관', '무장애', '테마', '미술', '어린이', '안전']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '무장애', '테마', '박물관', '미술', '어린이']"
서홍정원,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
선녀와나무꾼,1,"['실내', '관광지', '관광', '무장애', '테마', '사계절', '어린이']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '테마', '어린이', '사계절']"
성산마씸,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
성산연화,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
세계술박물관,1,"['실내', '관광지', '관광', '박물관', '미술', '문화', '겨울']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '문화', '박물관', '미술']"
소금빵까페 키친오즈,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
소노벨제주,1,['동반'],0.0,,0.0,
소노캄제주,1,['동반'],0.0,,0.0,
소소밀,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
소인국테마파크,1,"['실내', '관광지', '관광', '동반', '무장애', '테마', '어린이']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '테마', '어린이']"
솔트스톤브이점,1,"['카페', '라떼', '식당', '동반']",1.0,"['카페', '식당', '라떼']",0.0,
송당나무,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노']",0.0,
송죽사터,1,"['박물관', '미술', '문화', '어린이']",0.0,['미술'],1.0,"['문화', '박물관', '미술', '어린이']"
숨도(구.석부작박물관),1,"['실내', '관광지', '관광', '동반', '박물관', '테마', '문화', '사계절']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '문화', '테마', '박물관', '사계절']"
쉐프1192레스토랑,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
쉼멍스테이,1,['동반'],0.0,,0.0,
스마일러펫,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
스시혼,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
스테이지 버거,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
스팅그레이,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
슬로보트,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
시루네펜션,1,['동반'],0.0,,0.0,
식전당포,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
신화테마파크,1,"['실내', '관광지', '관광', '무장애', '테마', '어린이', '안전']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '테마', '어린이']"
심헌갤러리,1,"['실내', '관광지', '관광', '박물관', '미술', '문화']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '문화', '박물관', '미술']"
아라i동물병원,1,['동반'],0.0,,0.0,
아르떼뮤지엄,1,"['실내', '관광지', '관광', '박물관', '테마', '미술', '문화']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '문화', '테마', '박물관', '미술']"
아스쿰,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
아우아우,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
아지트포독,1,['동반'],0.0,,0.0,
애월더선셋,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
애월오누이,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
야크마을,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
양가형제,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
양가형제노형,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
어반정글 부얀트무드,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
어반정글그레이밤부,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
에코랜드 테마파크,1,"['실내', '관광지', '관광', '무장애', '테마', '어린이', '겨울']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '테마', '어린이']"
에퀴녹스 드 협재,1,['동반'],0.0,,0.0,
엘파소,1,"['카페', '라떼', '식당', '동반', '음식', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '카페라떼', '바닐라']",0.0,
엠버퓨어힐호텔&리조트,1,['동반'],0.0,,0.0,
여미지식물원,1,"['실내', '관광지', '관광', '동반', '무장애', '테마', '겨울']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '테마']"
옛마을펜션,1,['동반'],0.0,,0.0,
오데뜨,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
오롯바이에퀴녹스,1,['동반'],0.0,,0.0,
오멍가멍 애견카페&호텔,1,"['카페', '관광지', '식당', '관광', '동반', '아메리카노']",1.0,"['카페', '식당', '아메리카노', '관광', '관광지']",0.0,"['관광', '관광지']"
오버더센스,1,"['카페', '식당', '동반', '아메리카노']",1.0,"['카페', '식당', '아메리카노']",0.0,
올디벗구디,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
올레산야초,1,"['카페', '라떼', '관광', '음식']",1.0,"['카페', '음식', '라떼', '관광']",0.0,['관광']
옵데가바이에퀴녹스,1,['동반'],0.0,,0.0,
와랑식탁,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
외도339,1,"['카페', '라떼', '식당', '동반', '음식', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '바닐라']",0.0,
요기개,1,"['관광지', '관광', '동반']",1.0,"['관광', '관광지']",1.0,"['관광', '관광지']"
요람,1,"['카페', '관광지', '식당', '관광', '동반']",1.0,"['카페', '식당', '관광', '관광지']",0.0,"['관광', '관광지']"
요우르,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
"우연히,그곳",1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
웁스마이독,1,['동반'],0.0,,0.0,
월정조용한카페앤펍,1,"['카페', '라떼', '식당', '동반']",1.0,"['카페', '식당', '라떼']",0.0,
유동룡미술관,1,"['관광지', '관광', '미술', '문화']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '문화', '미술']"
이너프,1,"['카페', '라떼', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식', '라떼']",0.0,
이니스프리제주하우스,1,"['실내', '테마', '사계절', '어린이']",0.0,,1.0,"['실내', '테마', '어린이', '사계절']"
이도씨동물의료센터,1,['동반'],0.0,,0.0,
이루다동물병원,1,['동반'],0.0,,0.0,
이상한 나라의 앨리스,1,"['실내', '관광지', '관광', '무장애', '테마', '사계절']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '테마', '사계절']"
이중섭미술관,1,"['실내', '관광지', '관광', '박물관', '무장애', '미술', '문화', '겨울']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '무장애', '문화', '박물관', '미술']"
인스밀,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
인터포레스트,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
일이오구스튜디오,1,['동반'],0.0,,0.0,
일출랜드,1,"['실내', '관광지', '관광', '동반', '무장애', '테마', '안전']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '테마']"
제이펜션,1,['동반'],0.0,,0.0,
제주4.3평화공원,1,"['실내', '관광지', '관광', '박물관', '무장애', '테마', '미술']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '무장애', '테마', '박물관', '미술']"
제주901,1,"['식당', '음식', '아메리카노']",1.0,"['식당', '음식', '아메리카노']",0.0,
제주공룡랜드[휴장중],1,"['실내', '관광지', '관광', '무장애', '테마', '어린이']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '테마', '어린이']"
제주국제컨벤션센터 icc,1,"['실내', '관광지', '관광', '무장애', '사계절']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '사계절']"
제주기와,1,"['카페', '식당', '동반', '음식', '아메리카노']",1.0,"['카페', '식당', '음식', '아메리카노']",0.0,
제주다원 녹차미로공원,1,"['관광지', '관광', '동반', '테마', '어린이']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '테마', '어린이']"
제주댕댕스푼,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
제주돌문화공원,1,"['실내', '관광지', '관광', '무장애', '테마', '겨울']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '테마']"
제주돌창고,1,"['카페', '라떼', '식당', '관광', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라', '관광']",0.0,['관광']
제주러브랜드,1,"['실내', '관광지', '관광', '무장애', '테마']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '테마']"
제주만주,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
제주민속촌,1,"['관광지', '관광', '동반', '무장애', '문화', '안전']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '무장애', '문화']"
제주베니스랜드,1,"['테마', '어린이']",0.0,,1.0,"['테마', '어린이']"
제주블루앤씨펜션,1,['동반'],0.0,,0.0,
제주샘주 영농협동조합,1,"['관광', '음식']",1.0,"['음식', '관광']",0.0,['관광']
제주세계자연유산센터,1,"['실내', '관광지', '관광', '무장애']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애']"
제주센트럴파크,1,"['관광', '무장애', '테마', '어린이']",0.0,['관광'],1.0,"['관광', '무장애', '테마', '어린이']"
제주스럽닭서귀포올레점,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
제주애빛나다,1,['동반'],0.0,,0.0,
제주애설레다,1,['동반'],0.0,,0.0,
제주에인감귤밭,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
제주오누이,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
제주유리박물관,1,"['실내', '관광지', '관광', '박물관', '무장애', '미술', '문화']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '무장애', '문화', '박물관', '미술']"
제주유리의성,1,"['실내', '관광지', '관광', '무장애', '테마', '안전']",0.0,"['관광', '관광지']",1.0,"['관광', '관광지', '실내', '무장애', '테마']"
제주커피박물관 바움 Baum,1,"['실내', '관광지', '관광', '박물관', '미술', '문화', '겨울']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '문화', '박물관', '미술']"
제주특별자치도 도립미술관,1,"['실내', '관광지', '관광', '박물관', '무장애', '미술', '문화', '사계절']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '무장애', '문화', '박물관', '미술', '사계절']"
제주펫,1,"['카페', '관광지', '식당', '관광', '동반', '음식', '무장애']",1.0,"['카페', '식당', '음식', '관광', '관광지']",0.0,"['관광', '관광지', '무장애']"
제주펫스쿨,1,['동반'],0.0,,0.0,
제주평화박물관(전쟁평화박물관)[휴관중],1,"['실내', '관광지', '관광', '박물관', '무장애', '미술', '문화']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '무장애', '문화', '박물관', '미술']"
제주현대미술관,1,"['실내', '관광지', '관광', '박물관', '무장애', '미술', '문화', '겨울']",0.0,"['관광', '관광지', '미술']",1.0,"['관광', '관광지', '실내', '무장애', '문화', '박물관', '미술']"
조남매구움과자,1,"['카페', '식당', '동반', '아메리카노']",1.0,"['카페', '식당', '아메리카노']",0.0,
조은동물병원,1,['동반'],0.0,,0.0,
주네가네,1,"['카페', '라떼', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식', '라떼']",0.0,
중문모메든식당,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
중문미로파크,1,"['테마', '어린이']",0.0,,1.0,"['테마', '어린이']"
짚불도,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
찰리아저씨맛집,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
채우리네펜션,1,['동반'],0.0,,0.0,
청춘부부,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
친봉산장,1,"['카페', '라떼', '식당', '동반']",1.0,"['카페', '식당', '라떼']",0.0,
카페 글렌코,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
카페 라라라,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼']",0.0,
카페느슨,1,"['카페', '라떼', '식당', '동반', '아메리카노']",1.0,"['카페', '식당', '라떼', '아메리카노']",0.0,
카페달보름,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
카페델보스케,1,"['카페', '식당', '동반', '음식']",1.0,"['카페', '식당', '음식']",0.0,
카페록록,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼']",0.0,
카페루시아,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
카페말로,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
카페물결,1,"['카페', '라떼', '식당', '음식', '아메리카노', '카페라떼', '사계절']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼']",0.0,['사계절']
카페숑,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
카페씨닉,1,"['카페', '라떼', '식당', '동반']",1.0,"['카페', '식당', '라떼']",0.0,
카페오늘의바다,1,"['카페', '식당', '동반']",1.0,"['카페', '식당']",0.0,
카페유주,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
카페텐저린,1,"['카페', '라떼', '식당', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",1.0,"['카페', '식당', '음식', '라떼', '아메리카노', '카페라떼', '바닐라']",0.0,
카페퍼시몬,1,"['카페', '식당', '동반', '음식', '아메리카노']",1.0,"['카페', '식당', '음식', '아메리카노']",0.0,
